Genes,Pathways
MAPK1,path:hsa05020;path:hsa05022;path:hsa05223;path:hsa04611;path:hsa05220;path:hsa04660;path:hsa05171;path:hsa04510;path:hsa04929;path:hsa04928;path:hsa04926;path:hsa04151;path:hsa04921;path:hsa04662;path:hsa04664;path:hsa04666;path:hsa04350;path:hsa05133;path:hsa05132;path:hsa05135;path:hsa05235;path:hsa05230;path:hsa05231;path:hsa05034;path:hsa04726;path:hsa04520;path:hsa05218;path:hsa04724;path:hsa04930;path:hsa04933;path:hsa04934;path:hsa04935;path:hsa05219;path:hsa04114;path:hsa04066;path:hsa04960;path:hsa04730;path:hsa04062;path:hsa05221;path:hsa04659;path:hsa04658;path:hsa04912;path:hsa05226;path:hsa04014;path:hsa05211;path:hsa05224;path:hsa04140;path:hsa05010;path:hsa04540;path:hsa04068;path:hsa04668;path:hsa05215;path:hsa05166;path:hsa04720;path:hsa04713;path:hsa04810;path:hsa04550;path:hsa05417;path:hsa04071;path:hsa04613;path:hsa05225;path:hsa05214;path:hsa04261;path:hsa05142;path:hsa04360;path:hsa04621;path:hsa04024;path:hsa04370;path:hsa04371;path:hsa04915;path:hsa04270;path:hsa04625;path:hsa04657;path:hsa05152;path:hsa04015;path:hsa04010;path:hsa04650;path:hsa05140;path:hsa05145;path:hsa04072;path:hsa05131;path:hsa05130;path:hsa05205;path:hsa04917;path:hsa05206;path:hsa05200;path:hsa05203;path:hsa05160;path:hsa04012;path:hsa04620;path:hsa04910;path:hsa04380;path:hsa05170;path:hsa04916;path:hsa04022;path:hsa04210;path:hsa04218;path:hsa04725;path:hsa05163;path:hsa05216;path:hsa05164;path:hsa05212;path:hsa05213;path:hsa05210;path:hsa04150;path:hsa04919;path:hsa04723;path:hsa05161;path:hsa04722;path:hsa05165;path:hsa05167;path:hsa04914;WP1591;WP127;WP1434;WP1449;WP1528;WP1539;WP1544;WP1584;WP185;WP195;WP1984;WP2018;WP2032;WP2034;WP2035;WP2036;WP2037;WP205;WP2059;WP2112;WP2197;WP22;WP2203;WP2261;WP23;WP231;WP2324;WP2332;WP2355;WP2374;WP2380;WP2431;WP244;WP2526;WP2586;WP26;WP262;WP2636;WP2637;WP2795;WP2828;WP286;WP2864;WP2868;WP304;WP306;WP313;WP3301;WP3303;WP363;WP364;WP366;WP3668;WP3676;WP3680;WP382;WP3849;WP3853;WP3858;WP3859;WP3879;WP395;WP4301;WP3888;WP3915;WP3929;WP3931;WP3932;WP3995;WP4155;WP4172;WP4216;WP4217;WP422;WP4223;WP4239;WP4255;WP4262;WP4263;WP4298;WP4331;WP4341;WP437;WP4389;WP4481;WP4483;WP4535;WP4538;WP4539;WP4549;WP4553;WP4560;WP4566;WP4659;WP4666;WP4685;WP4747;WP4871;WP4872;WP4754;WP4767;WP4787;WP4806;WP481;WP4838;WP4874;WP4875;WP4877;WP49;WP4969;WP5074;WP51;WP581;WP615;WP673;WP69;WP710;WP712;WP716;WP732;WP734;WP75
NAGK,path:hsa00520
AK1,path:hsa00230;path:hsa00730
CNTN2,path:hsa04514;WP4754
GALM,path:hsa00010;path:hsa00052
SUGP1,WP411
ITGA2B,path:hsa04611;path:hsa04512;path:hsa04510;path:hsa04151;path:hsa05414;path:hsa05410;path:hsa05412;path:hsa05222;path:hsa04810;path:hsa04613;path:hsa05418;path:hsa04640;path:hsa04015;path:hsa05200;path:hsa05165;WP185;WP2118;WP2806;WP306;WP3932;WP4172;WP4541;WP4658;WP4754
PDGFB,path:hsa04510;path:hsa04151;path:hsa05231;path:hsa05218;path:hsa04630;path:hsa04014;path:hsa05211;path:hsa04540;path:hsa05215;path:hsa04810;path:hsa05214;path:hsa05418;path:hsa04020;path:hsa04015;path:hsa04010;path:hsa04072;path:hsa05206;path:hsa05200;path:hsa05167;WP12;WP1539;WP2526;WP2848;WP2882;WP2884;WP306;WP322;WP3624;WP382;WP3931;WP3932;WP4018;WP4172;WP4241;WP4331;WP4806;WP4823;WP51
LMO2,path:hsa05202
DECR2,path:hsa04146
IFI44L,WP4341
PIGY,path:hsa00563
GYPA,path:hsa05144;path:hsa04640
TFAM,path:hsa05016;path:hsa04371;WP1541;WP3630;WP3888;WP391
LPIN2,path:hsa00561;path:hsa00564;path:hsa04150;WP236
AHCY,path:hsa00270;WP176;WP2333;WP241;WP2525;WP3580;WP3996
EXT1,path:hsa00534;WP2853;WP2857;WP4784
MT3,WP3286;WP3529
MSI1,path:hsa03015
CAST,path:hsa05131
RNF144B,WP2363
TSSK6,WP4673
ACSF2,WP368
ORAI1,path:hsa05340;path:hsa04611;path:hsa04927;path:hsa04925;path:hsa04934;path:hsa04024;path:hsa04020;path:hsa04924;WP2817;WP4790;WP536
CPSF4,path:hsa03015;path:hsa05164;WP411
CLCN7,WP4788
HTR7,path:hsa04726;path:hsa04014;path:hsa04020;path:hsa04080;WP117;WP4223;WP455;WP58;WP734
APOBEC3D,path:hsa05170
NECTIN2,path:hsa04514;path:hsa04520;path:hsa05168;WP727
EIF4E1B,path:hsa04151;path:hsa04066;path:hsa03013;path:hsa04211;path:hsa04910;path:hsa04150;WP3932;WP4172
KISS1R,path:hsa04929;path:hsa04080;WP4871
PKNOX1,WP706
CXCL8,path:hsa05171;path:hsa05133;path:hsa05132;path:hsa05135;path:hsa05134;path:hsa04932;path:hsa04933;path:hsa05219;path:hsa04062;path:hsa05146;path:hsa05144;path:hsa05120;path:hsa05417;path:hsa05142;path:hsa04621;path:hsa04622;path:hsa04657;path:hsa04072;path:hsa05131;path:hsa05130;path:hsa05323;path:hsa05200;path:hsa05202;path:hsa04620;path:hsa04064;path:hsa04060;path:hsa04061;path:hsa04218;path:hsa05163;path:hsa05164;path:hsa05161;path:hsa05167;WP1449;WP2203;WP2328;WP2355;WP2431;WP262;WP2828;WP286;WP3287;WP3617;WP3624;WP3646;WP3865;WP3888;WP4329;WP4341;WP4396;WP4481;WP4493;WP4659;WP4666;WP4754;WP4884;WP4891;WP5039;WP615;WP706;WP75
DDX3X,path:hsa04622;path:hsa05203;path:hsa05161;WP3865;WP4666
NDUFAF7,path:hsa04714
MYC,path:hsa05220;path:hsa04151;path:hsa04350;path:hsa05132;path:hsa05230;path:hsa05219;path:hsa04110;path:hsa04630;path:hsa05222;path:hsa05221;path:hsa05226;path:hsa05224;path:hsa04310;path:hsa05166;path:hsa04550;path:hsa05225;path:hsa04390;path:hsa04010;path:hsa05205;path:hsa05206;path:hsa05200;path:hsa05202;path:hsa05160;path:hsa04012;path:hsa04218;path:hsa05163;path:hsa05169;path:hsa05216;path:hsa05213;path:hsa05210;path:hsa04919;path:hsa05161;path:hsa05167;WP179;WP127;WP1530;WP1545;WP1742;WP1971;WP1984;WP2032;WP2037;WP205;WP2064;WP2203;WP2249;WP23;WP2363;WP2431;WP2446;WP254;WP2586;WP2637;WP2813;WP2814;WP2815;WP2817;WP2828;WP2858;WP2877;WP2878;WP2882;WP3299;WP3303;WP363;WP3640;WP3646;WP3651;WP3658;WP366;WP3680;WP382;WP3872;WP399;WP400;WP4141;WP4155;WP4172;WP4216;WP4258;WP4262;WP428;WP4336;WP45;WP4541;WP4658;WP4659;WP4666;WP4806;WP49;WP4906;WP4928;WP61;WP673;WP707;WP710
PILRA,path:hsa05168
ZNF670,path:hsa05168
CCDC28B,WP4803
ATP5IF1,WP111
ARF5,path:hsa04144
ZNF667,path:hsa05168
SEPSECS,path:hsa00450;path:hsa00970
GRK6,path:hsa05032;path:hsa04062;path:hsa04144;WP2035;WP2355;WP289;WP3929;WP536
SLC6A12,path:hsa04727;path:hsa04721
GTF2H4,path:hsa03022;path:hsa05203;path:hsa03420;WP405;WP4753;WP4946
REPS2,WP437
SRP54,path:hsa03060;WP3888;WP411
MITF,path:hsa05218;path:hsa04137;path:hsa05200;path:hsa05202;path:hsa04380;path:hsa04916;WP2018;WP2064;WP304;WP4685;WP98
SLK,path:hsa04114
ATP5MC1,path:hsa05020;path:hsa05022;path:hsa05415;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa04714;path:hsa00190;path:hsa05012;WP111;WP623
IFNB1,path:hsa05171;path:hsa04151;path:hsa05135;path:hsa04630;path:hsa04668;path:hsa04623;path:hsa05417;path:hsa05142;path:hsa04621;path:hsa04622;path:hsa04217;path:hsa05152;path:hsa04650;path:hsa05131;path:hsa05160;path:hsa04620;path:hsa04380;path:hsa05170;path:hsa04060;path:hsa05163;path:hsa05169;path:hsa05164;path:hsa05161;path:hsa05162;path:hsa05165;path:hsa05167;path:hsa05168;WP12;WP1449;WP262;WP3851;WP3865;WP3932;WP4136;WP4172;WP4496;WP4558;WP4655;WP4666;WP4705;WP4912;WP4961;WP5039;WP530;WP615;WP619;WP75
BAG1,path:hsa04141;WP138
PDPK1,path:hsa05223;path:hsa04660;path:hsa04510;path:hsa04151;path:hsa04664;path:hsa05231;path:hsa04931;path:hsa04960;path:hsa04140;path:hsa04068;path:hsa05215;path:hsa04152;path:hsa05417;path:hsa04071;path:hsa04360;path:hsa05145;path:hsa03320;path:hsa05205;path:hsa04910;path:hsa04210;path:hsa05213;path:hsa04150;path:hsa04919;path:hsa04722;WP1544;WP185;WP2032;WP2261;WP23;WP2332;WP2380;WP2795;WP306;WP3888;WP3915;WP3932;WP3935;WP3942;WP4155;WP4172;WP437;WP4674;WP4806;WP481;WP5072;WP673;WP69
FANCM,path:hsa03460;WP4946
ANAPC7,path:hsa04110;path:hsa04114;path:hsa04120;path:hsa05166;path:hsa04914;WP179
ARPC5L,path:hsa05100;path:hsa04666;path:hsa05132;path:hsa05135;path:hsa04530;path:hsa04810;path:hsa05131;path:hsa05130;path:hsa04144;WP2272;WP3888
CHRNA3,path:hsa04080;path:hsa04725;WP1603;WP1602
RPS19,path:hsa05171;path:hsa03010;WP2806;WP477
CCT6B,WP4949
CASTOR2,path:hsa04150
KCNN2,path:hsa04929;path:hsa04726;path:hsa04911;path:hsa04976;WP2380
ZNF273,path:hsa05168
PFN1,path:hsa05132;path:hsa05014;path:hsa04810;path:hsa04015;path:hsa05131;WP3680;WP3888;WP51;WP524
SIPA1L2,path:hsa04015
PLEKHH1,WP4747
ZNF768,path:hsa05168
TGFB2,path:hsa05220;path:hsa04350;path:hsa04933;path:hsa04110;path:hsa05414;path:hsa05410;path:hsa05415;path:hsa05321;path:hsa05226;path:hsa05211;path:hsa05146;path:hsa04068;path:hsa05166;path:hsa05144;path:hsa05225;path:hsa04390;path:hsa05142;path:hsa05152;path:hsa04010;path:hsa05140;path:hsa05145;path:hsa05205;path:hsa05323;path:hsa05206;path:hsa05200;path:hsa04380;path:hsa04060;path:hsa04218;path:hsa05212;path:hsa05210;path:hsa05161;WP179;WP2870;WP2877;WP2882;WP2884;WP382;WP400;WP4018;WP4216;WP4239;WP4241;WP4263;WP4331;WP4494;WP4496;WP4535;WP4559;WP4666;WP474;WP4808;WP4879;WP5053
FMO5,path:hsa00982;WP4905;WP688;WP702
BMP15,path:hsa04913;path:hsa04060;WP4871
CCL4,path:hsa04062;path:hsa04623;path:hsa04620;path:hsa04064;path:hsa04060;path:hsa04061;path:hsa05163;WP1449;WP3624;WP3929;WP4329;WP4494;WP4655;WP4754;WP5039;WP75
ZFP57,path:hsa05168
CIDEA,WP2895
ADORA2B,path:hsa05034;path:hsa04270;path:hsa04020;path:hsa04015;path:hsa04080;WP455;WP4900;WP4963;WP80
LONP2,WP4754
RPS17,path:hsa05171;path:hsa03010;WP477
IGFBP4,WP289
HSD17B4,path:hsa04146;path:hsa01040;path:hsa00120;WP496
MYL6,path:hsa04921;path:hsa04530;path:hsa04270;WP4352
KIRREL3,WP2572
FCER2,path:hsa04640;path:hsa05169;WP2806
CHMP1B,path:hsa04217;path:hsa04144
UGP2,path:hsa00500;path:hsa00052;path:hsa00520;path:hsa00040;WP410;WP500;WP698
ZNF777,path:hsa05168
WBP11,path:hsa03040
KPNB1,path:hsa03013;WP1982;WP4657
SSH2,path:hsa04810;path:hsa04360;WP51
ST3GAL3,path:hsa00513;path:hsa00514;path:hsa00515;path:hsa00601;path:hsa00533
GAB1,path:hsa05100;path:hsa05226;path:hsa04014;path:hsa05211;path:hsa05225;path:hsa04072;path:hsa05205;path:hsa04012;path:hsa04722;WP2261;WP23;WP244;WP313;WP364;WP3676;WP3888;WP3931;WP4223;WP437;WP4549;WP4674;WP4806;WP481;WP673
GAS8,WP4803
SLC31A1,path:hsa04978;WP3286
KLC1,path:hsa05020;path:hsa05022;path:hsa05132;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa05012;WP4754
CTU1,path:hsa04122
NDUFA1,path:hsa05020;path:hsa05022;path:hsa04932;path:hsa05415;path:hsa05010;path:hsa05014;path:hsa05016;path:hsa04714;path:hsa00190;path:hsa05012;path:hsa04723;WP111;WP4396
CEP63,WP3878
AGRN,path:hsa04512;WP2572;WP4148
REST,path:hsa05016;path:hsa04550;WP3584;WP706
KCNK5,path:hsa04974;path:hsa04742
NCR2,path:hsa04650
SCN3B,WP706
ARHGEF9,WP2858
CBY1,path:hsa04310;WP4536
KCNJ8,path:hsa04022;WP706
LINGO1,WP2380
RTN3,path:hsa05010
KRT33A,path:hsa05150;path:hsa04915
AKAP1,WP35
NFATC2IP,WP4950
AKAP9,WP35;WP4008
PICK1,WP4549
CACNA2D2,path:hsa04921;path:hsa05414;path:hsa05410;path:hsa05412;path:hsa04261;path:hsa04010;path:hsa04260;WP2118;WP382
RAB3A,path:hsa04911;path:hsa04721;WP2267;WP2380;WP4856
SLC40A1,path:hsa04216;path:hsa04978;WP2007;WP4313;WP4906
TLR6,path:hsa05132;path:hsa04145;path:hsa05417;path:hsa05142;path:hsa05152;path:hsa04620;WP1449;WP3858;WP3877;WP75
GNG3,path:hsa04926;path:hsa04151;path:hsa05032;path:hsa05034;path:hsa04726;path:hsa04728;path:hsa04724;path:hsa04062;path:hsa04014;path:hsa04713;path:hsa04727;path:hsa04371;path:hsa05200;path:hsa05170;path:hsa04725;path:hsa05163;path:hsa04723;path:hsa05167;WP289;WP35;WP3929;WP3932;WP4172;WP4223;WP536
DES,path:hsa05414;path:hsa05410;path:hsa05412;WP2118;WP383;WP4754
ADORA2A,path:hsa05034;path:hsa04024;path:hsa04270;path:hsa04020;path:hsa04015;path:hsa05012;path:hsa04080;WP117;WP3869;WP4222;WP455;WP4900;WP727;WP80
IL36RN,path:hsa04060
HOXD8,WP4754
IL6ST,path:hsa05171;path:hsa04630;path:hsa04659;path:hsa04550;path:hsa05200;path:hsa05203;path:hsa04060;path:hsa04061;path:hsa05167;WP1528;WP1544;WP2332;WP236;WP2374;WP2815;WP364;WP3931;WP4337;WP4538;WP5063;WP615
LYPLA1,path:hsa00564;path:hsa05231
AK9,path:hsa00240;path:hsa00230
PRSS1,path:hsa04974;path:hsa04972;path:hsa04080;path:hsa05164
TNN,path:hsa04512;path:hsa04510;path:hsa04151;path:hsa05206;path:hsa05165;WP306;WP3932;WP4172
GRIA1,path:hsa05022;path:hsa05031;path:hsa04728;path:hsa04724;path:hsa04730;path:hsa05014;path:hsa05016;path:hsa05033;path:hsa05017;path:hsa04720;path:hsa04713;path:hsa04024;path:hsa04080;path:hsa04723;WP2380;WP2447;WP2636;WP3584;WP4222;WP4549;WP4760;WP4906
MRPL11,path:hsa03010
ANAPC11,path:hsa04110;path:hsa04114;path:hsa04120;path:hsa05166;path:hsa04914;WP179;WP4240
IL15RA,path:hsa04630;path:hsa05166;path:hsa05200;path:hsa04060;path:hsa04672;WP4538;WP69
NUDT16L1,path:hsa05205
THOC6,path:hsa03013
FOXQ1,WP3527;WP4239
MBD4,path:hsa03410;WP4752;WP4946
DEFB1,path:hsa02010;path:hsa05150
CASP7,path:hsa04215;path:hsa05022;path:hsa05133;path:hsa05132;path:hsa05134;path:hsa04932;path:hsa05010;path:hsa04668;path:hsa05417;path:hsa05130;path:hsa05200;path:hsa04210;WP2507;WP1433;WP1772;WP2036;WP2059;WP231;WP2328;WP2371;WP2374;WP254;WP2864;WP314;WP3303;WP3646;WP384;WP3853;WP4298;WP4396;WP4864;WP4906
COX17,path:hsa04714;path:hsa00190;WP111;WP3286;WP4754;WP4922
TUBD1,WP4536
MRPL19,path:hsa03010;WP477
GIT1,path:hsa04810;path:hsa05120;path:hsa04144;WP4874;WP51
IFT43,WP4352;WP4532;WP4536;WP4803
RPRM,path:hsa04115;WP4963
POC1A,WP4803
SERPINB1,WP2877
MRPL34,path:hsa03010
IL11,path:hsa04630;path:hsa04640;path:hsa05323;path:hsa04060;WP2332;WP2848;WP2880;WP2882;WP4337;WP530
CHRND,path:hsa04080
CYP11B2,path:hsa04925;path:hsa00140;WP43;WP4523;WP4756;WP4758;WP4790;WP554;WP702
POMK,path:hsa00515
GLYCTK,path:hsa00561;path:hsa00260;path:hsa00030;path:hsa00630
HNRNPH1,WP3584;WP4301;WP411
RIMS1,path:hsa04721;path:hsa04723;WP2267
PPP2R5B,path:hsa04151;path:hsa04728;path:hsa04114;path:hsa03015;path:hsa04152;path:hsa04071;path:hsa04261;path:hsa05165;WP3932;WP4172;WP4549;WP500
P2RY8,path:hsa04080;WP4900
CPSF4L,path:hsa03015;path:hsa05164
KCNAB3,WP702
CUL2,path:hsa04066;path:hsa04120;path:hsa05211;path:hsa05200;WP4241;WP4860
ATF4,path:hsa05020;path:hsa05022;path:hsa04928;path:hsa04927;path:hsa04926;path:hsa04925;path:hsa04151;path:hsa05030;path:hsa05031;path:hsa05034;path:hsa04728;path:hsa04932;path:hsa04934;path:hsa04935;path:hsa04911;path:hsa04918;path:hsa04912;path:hsa05010;path:hsa05014;path:hsa04668;path:hsa05215;path:hsa05166;path:hsa04720;path:hsa04137;path:hsa04922;path:hsa05417;path:hsa04261;path:hsa04211;path:hsa04141;path:hsa04915;path:hsa04010;path:hsa05203;path:hsa05012;path:hsa04022;path:hsa04210;path:hsa04725;path:hsa05163;path:hsa05161;path:hsa04722;WP289;WP3613;WP382;WP3888;WP3932;WP4172;WP4396;WP4656;WP4666;WP4756;WP4925
PTGER2,path:hsa04750;path:hsa04024;path:hsa04924;path:hsa05200;path:hsa04080;path:hsa05163;WP247;WP34;WP4483;WP455;WP98
PIGK,path:hsa00563
MAP3K14,path:hsa04660;path:hsa04668;path:hsa05166;path:hsa05120;path:hsa04625;path:hsa04010;path:hsa04380;path:hsa04210;path:hsa04064;path:hsa04672;path:hsa05169;WP1434;WP1544;WP1772;WP195;WP2036;WP2112;WP231;WP262;WP2637;WP2795;WP382;WP3863;WP3915;WP4496;WP481;WP5072;WP69
PHKA1,path:hsa04922;path:hsa04020;path:hsa04910;WP500
LALBA,path:hsa00052
FARP2,path:hsa04520;path:hsa04015
GALNT14,path:hsa00512;path:hsa00514
USP9X,WP4803
MRPL30,path:hsa03010
TAOK3,path:hsa04010;WP382
SMARCA1,WP2882;WP4312
RBL1,path:hsa04350;path:hsa04110;path:hsa05203;path:hsa04218;path:hsa05165;WP179;WP236;WP366;WP4767;WP53
ALDH2,path:hsa00380;path:hsa00620;path:hsa00330;path:hsa00010;path:hsa00561;path:hsa00410;path:hsa00310;path:hsa00770;path:hsa00340;path:hsa00071;path:hsa00053;path:hsa00280;WP206;WP3996;WP465;WP4966
RALBP1,path:hsa04014;path:hsa05200;path:hsa05212;WP2290;WP4223;WP4263;WP437
KCNN3,path:hsa04929;path:hsa04911
DTX2,path:hsa04330;WP268
PECAM1,path:hsa04514;path:hsa05144;path:hsa05418;path:hsa04670
GEMIN7,path:hsa03013
ITGB3,path:hsa04611;path:hsa04512;path:hsa04510;path:hsa04151;path:hsa05414;path:hsa05410;path:hsa05412;path:hsa04145;path:hsa04810;path:hsa04613;path:hsa05418;path:hsa04640;path:hsa04015;path:hsa05205;path:hsa05206;path:hsa04380;path:hsa05163;path:hsa04919;path:hsa05165;path:hsa05168;WP12;WP1434;WP1455;WP185;WP2118;WP2572;WP2806;WP306;WP322;WP3301;WP366;WP3888;WP3932;WP4172;WP4217;WP4534;WP4541;WP4560;WP4746;WP727
OPRL1,path:hsa04080;WP24;WP455
CARD8,path:hsa04621;WP1433
TAF15,path:hsa03022;path:hsa05202
ADCY8,path:hsa04750;path:hsa04611;path:hsa04928;path:hsa04927;path:hsa04926;path:hsa04925;path:hsa04923;path:hsa04921;path:hsa05032;path:hsa04724;path:hsa04934;path:hsa04935;path:hsa04911;path:hsa04114;path:hsa05414;path:hsa04213;path:hsa04913;path:hsa04918;path:hsa04062;path:hsa04912;path:hsa04976;path:hsa04971;path:hsa04540;path:hsa05166;path:hsa04720;path:hsa04713;path:hsa04727;path:hsa04714;path:hsa04261;path:hsa04211;path:hsa04024;path:hsa04371;path:hsa04915;path:hsa04270;path:hsa04020;path:hsa04015;path:hsa04970;path:hsa04972;path:hsa04072;path:hsa00230;path:hsa05200;path:hsa04916;path:hsa04022;path:hsa04725;path:hsa05163;path:hsa04742;path:hsa04723;path:hsa04914;WP2636;WP289;WP35;WP3929;WP4222;WP4321;WP4535;WP536
VTCN1,path:hsa04514
MVB12B,path:hsa04144
XCL2,path:hsa04062;path:hsa04060;path:hsa04061
JAG1,path:hsa04658;path:hsa05224;path:hsa04668;path:hsa04371;path:hsa05200;path:hsa04330;path:hsa05165;WP2572;WP268;WP3413;WP3678;WP3845;WP3969;WP3888;WP4239;WP4331;WP4659;WP4787;WP61
CDKL2,WP4239
SMS,path:hsa00330;path:hsa00480;path:hsa00270;WP3580;WP3925
CACNG3,path:hsa04921;path:hsa05414;path:hsa05410;path:hsa05412;path:hsa04261;path:hsa04010;path:hsa04260;WP2118;WP382
GNPAT,path:hsa00564;path:hsa04146;WP325
UBQLN4,path:hsa05014;path:hsa04141
ABRAXAS1,path:hsa03440
CELF3,WP3527
CDC42BPB,WP3888
POU4F1,WP3584
CYTH4,path:hsa05132;path:hsa04072;path:hsa05131;path:hsa05130;path:hsa04144
HCRT,path:hsa04080
EMG1,path:hsa03008
DHFR2,path:hsa00790;path:hsa00670;WP2525;WP3940
MPHOSPH10,path:hsa03008
MAT1A,path:hsa00270;WP176;WP1533;WP241;WP2525;WP3580;WP3940;WP3996;WP704
HERPUD1,path:hsa04141;WP3888;WP410
ID3,path:hsa04350;path:hsa04550;WP236;WP53
TMSB4X,path:hsa04810;WP1992;WP3888;WP4754;WP51
CXCR4,path:hsa04062;path:hsa04810;path:hsa04360;path:hsa04020;path:hsa05200;path:hsa04670;path:hsa05170;path:hsa04144;path:hsa04060;path:hsa04061;path:hsa04672;path:hsa05163;WP24;WP2406;WP3678;WP3929;WP4298;WP4331;WP4494;WP455;WP4823
MATR3,path:hsa05014
FBXW8,path:hsa04120
GLI3,path:hsa05217;path:hsa04024;path:hsa05200;path:hsa04340;WP2858;WP3674;WP4204;WP4249;WP47;WP474;WP4787;WP4803;WP4808;WP4823;WP4830;WP5053
PAF1,WP2853
CHD3,WP4320
PHOSPHO2,path:hsa00750
PTPRA,WP2038;WP2431
ANG,path:hsa05014
ZNF143,WP4754
ADH4,path:hsa00620;path:hsa00830;path:hsa00010;path:hsa00071;path:hsa00980;path:hsa00982;path:hsa05204;path:hsa00350;WP206;WP3925;WP716
CAMKMT,path:hsa00310
MMP7,path:hsa04310;path:hsa05166;WP129;WP2324;WP399;WP4659
DHX38,path:hsa03040;WP411
ZNF189,path:hsa05168
GK,path:hsa00561;path:hsa03320;WP143;WP1584;WP325
EPB41L1,WP4148
ZNF460,path:hsa05168
ELN,path:hsa04974;WP3624
GMPPB,path:hsa00051;path:hsa00520
ATP1A2,path:hsa04925;path:hsa04911;path:hsa04960;path:hsa04918;path:hsa04976;path:hsa04971;path:hsa04973;path:hsa04261;path:hsa04961;path:hsa04964;path:hsa04024;path:hsa04978;path:hsa04974;path:hsa04970;path:hsa04972;path:hsa04260;path:hsa04022;path:hsa04919;WP2267
ORC2,path:hsa04110;WP179;WP45;WP466
ABCG2,path:hsa04976;path:hsa02010;WP1601;WP229;WP3612;WP3640;WP4917
ZNF286A,path:hsa05168
CCT7,WP3888;WP4949
COL5A1,path:hsa04974;WP2328;WP2911;WP3967;WP3932
CKS1B,path:hsa05222;path:hsa05200;WP4658
PRB1,path:hsa04970;WP2431
CACNA1A,path:hsa05032;path:hsa04726;path:hsa04728;path:hsa04724;path:hsa04930;path:hsa04730;path:hsa05033;path:hsa05017;path:hsa04727;path:hsa04020;path:hsa04010;path:hsa04725;path:hsa04742;path:hsa04721;path:hsa04723;WP1584;WP2267;WP382;WP4760;WP536
PSAT1,path:hsa00270;path:hsa00260;path:hsa00750;WP2525;WP4018;WP4290;WP4673
SRP9,path:hsa03060
COL8A1,path:hsa04974
HIRA,WP4657;WP4949
ZNF274,path:hsa04722
FXN,path:hsa00860
PNLIPRP2,path:hsa00561;path:hsa04975;path:hsa04972
UBE2U,path:hsa04120
DAB2,path:hsa04144;WP2853;WP366
XPC,path:hsa03420;WP4673;WP4753;WP4946;WP4963
MSX1,path:hsa05166;WP2064;WP2855;WP3998
SMAD5,path:hsa04350;path:hsa04550;WP2895;WP3876;WP3927;WP3931;WP4286;WP4331;WP4787;WP4816;WP560
GCNT2,path:hsa00601
CYP2C8,path:hsa00830;path:hsa04726;path:hsa05417;path:hsa00982;path:hsa00590;path:hsa00591;path:hsa05204;WP1604;WP3888;WP43;WP4720;WP678;WP691;WP702
CEP76,WP4536
ROBO4,WP3943;WP4747
CYP4F11,WP43;WP702
MTDH,WP2363;WP4336
EIF5A,WP107;WP3302
MZF1,WP2858
HILPDA,WP2877;WP3965
SIRT2,path:hsa00760;WP3644;WP3645;WP5046
MTMR2,path:hsa00562;path:hsa04070;WP4856
DAB1,path:hsa05017;WP4148
PSD,path:hsa04144
PRDX2,WP15;WP3888
TNFSF12,path:hsa04060;WP2036
SMC1A,path:hsa04110;path:hsa04114;WP179;WP1530;WP2446;WP2875;WP2882;WP3651;WP3878;WP411;WP4240;WP4312;WP4874;WP707
SAA1,WP176;WP15;WP1533
GLYAT,path:hsa00360;WP521;WP702
POLR3D,path:hsa04623;path:hsa03020;WP4022;WP405;WP4655
ADAMTS1,WP3888;WP474;WP4808
KAT2A,path:hsa05166;path:hsa05203;path:hsa04330;path:hsa04919;WP268
RAD21,path:hsa04110;WP179;WP3995;WP4240
NUDT21,path:hsa03015;WP411
CCNK,WP4673
SMARCA2,path:hsa04714;path:hsa05225;WP2446;WP3651;WP3888;WP4312;WP4321
SUFU,path:hsa05217;path:hsa05200;path:hsa04340;WP4249;WP4656;WP47;WP4803
RYR1,path:hsa05020;path:hsa05022;path:hsa04921;path:hsa04730;path:hsa05017;path:hsa04713;path:hsa04371;path:hsa04020;WP289;WP3679;WP4962;WP536
CLEC2B,path:hsa05167
CTSC,path:hsa04142;path:hsa04210
MPI,path:hsa00051;path:hsa00520
SNRPD2,path:hsa03040;WP411
TBKBP1,path:hsa04622;WP3865
SH3GL2,path:hsa04144;WP437
NEK8,WP4352;WP4656;WP4803
ATP6V1F,path:hsa04145;path:hsa05120;path:hsa00190;path:hsa04966;path:hsa05323;path:hsa05110;path:hsa04721;path:hsa04150;path:hsa05165;WP4917
NFRKB,WP3287
U2AF1L4,path:hsa03040;path:hsa05131
SF3A3,path:hsa03040;WP410;WP411
